"Week","Year","precip.nomiss","ETo_mm.combined","Date","ID","PP_ET","spei"
48,1985,2.07,4.13583173696834,1985-11-26,2331,-2.06583173696834,-0.286432132460449
49,1985,12.74,1.90988504753432,1985-12-03,2380,10.8301149524657,0.779880599639967
50,1985,9,0.95821686771614,1985-12-10,2429,8.04178313228386,0.657490539836346
51,1985,16.68,0.821678416302913,1985-12-17,2478,15.8583215836971,1.02952342245456
52,1985,12.1,2.01620250067375,1985-12-24,2527,10.0837974993263,0.702935126240312
53,1985,0.26,0.10242619301588,1985-12-31,365,0.15757380698412,0
1,1986,0.63,0.1603938573076,1986-01-01,2583,0.4696061426924,0
2,1986,10.46,0,1986-01-08,2632,10.46,0.724432011312695
3,1986,4,3.10451903755109,1986-01-15,2681,0.895480962448911,-0.000193640546454957
4,1986,36.16,1.12337414375785,1986-01-22,2730,35.0366258562421,1.75284706259366
5,1986,2.31,1.28910859131652,1986-01-29,2779,1.02089140868348,-0.101651785138292
6,1986,0.61,1.58672380796641,1986-02-05,2828,-0.976723807966414,-0.223486767320941
7,1986,0.26,2.14493187028683,1986-02-12,2877,-1.88493187028683,-0.272137953540596
8,1986,1.67,3.22983332561542,1986-02-19,2926,-1.55983332561542,-0.207280464728583
9,1986,5.66,2.93999524409304,1986-02-26,2975,2.72000475590696,0.276732968667465
10,1986,3.51,1.21351470513437,1986-03-05,3024,2.29648529486563,0.185322201250415
11,1986,1.21,0.589000835798775,1986-03-12,3073,0.620999164201224,-0.0209827708716239
12,1986,33.24,2.05848079184588,1986-03-19,3122,31.1815192081541,1.76229694866439
13,1986,28.45,0.835971073676707,1986-03-26,3171,27.6140289263233,1.62760716097762
14,1986,5.24,7.41577601998672,1986-04-02,3220,-2.17577601998672,-0.159732062140855
